Date,PSA Sales,Orders,Online Sls %,Carryout %,Papa Rewards Customer Enrollments
2015-09-30,2444.07,13936,51.93389883,41.41791045,761403
2015-10-01,2962.531682,16679,51.61660324,39.41483302,761957
2015-10-02,5297.294486,28171,53.07821656,39.66135387,762937
2015-10-03,6050.680467,30640,52.27926708,37.02023499,764186
2015-10-04,3535.676449,19817,55.4345296,37.76050865,764906
2015-10-05,2298.116355,14415,59.09739163,43.37842525,765396
2015-10-06,2249.681121,14601,49.57275773,51.88000822,765894
2015-10-07,2333.416916,13268,52.34705945,39.96080796,766304
2015-10-08,2769.096355,15457,52.13753561,40.37005887,766753
2015-10-09,4678.892617,25109,52.83926417,40.05336732,767464
2015-10-10,4686.171963,25194,52.95822228,37.81455902,768333
2015-10-11,3459.874486,19237,56.11281561,38.08286115,768993
2015-10-12,2387.137009,14702,59.93099073,41.8310434,769536
2015-10-13,2188.84729,14250,51.22864568,51.81754386,769907
2015-10-14,2344.475701,13477,53.30532423,40.89930994,770362
2015-10-15,2997.87215,16849,52.40694085,41.37337527,770916
2015-10-16,4713.249533,24957,51.55393713,40.36142165,771722
2015-10-17,4769.754673,24440,49.94784406,38.42880524,772580
2015-10-18,3149.309626,17561,56.22565017,37.85091965,773125
2015-10-19,1867.822617,11080,54.80573562,39.69314079,773470
2015-10-20,2103.561028,13828,50.26476021,52.0971941,773809
2015-10-21,2287.121682,13003,52.896752,40.20610628,774191
2015-10-22,2620.431495,14697,53.68434898,40.11703069,774583
2015-10-23,4643.832523,24297,51.11199241,40.78281269,775172
2015-10-24,4364.063178,23399,52.20290934,39.66408821,775852
2015-10-25,3321.278224,18772,56.73785037,39.93714042,776404
2015-10-26,2364.81028,14278,60.71154273,39.43829668,776908
2015-10-27,2399.434206,14963,51.25109323,48.85383947,777333
2015-10-28,2368.58757,13139,51.91367843,40.01826623,777693
2015-10-29,2757.571308,14887,51.190254,39.8334117,778094
2015-10-30,5285.958785,26404,50.83213137,39.22511741,778828
2015-10-31,6075.157664,29160,51.08581544,39.32098765,779688
2015-11-01,3641.155421,20005,57.47274737,35.22619345,780349
2015-11-02,2161.946168,12568,57.25377498,37.69891789,780888
2015-11-03,2291.362991,14631,50.85189063,49.88722575,781426
2015-11-04,2430.372336,13760,54.04655508,40.42151163,781886
2015-11-05,2729.969346,15316,54.14898706,38.97231653,782407
2015-11-06,4384.228037,23293,34.19734588,41.16258103,782842
2015-11-07,5123.577103,26493,53.2590831,36.92296078,783883
2015-11-08,3658.823832,20124,58.02907144,34.77936792,784707
2015-11-09,1942.176355,11649,56.34342089,38.29513263,785069
2015-11-10,2275.117103,14837,52.28539741,51.41875042,785537
2015-11-11,2515.355794,14608,56.39530678,39.36199343,786018
2015-11-12,2713.053645,15783,53.85115933,40.20148261,786562
2015-11-13,5046.906636,26807,54.36463061,39.73215951,787454
2015-11-14,4717.521028,25853,54.17042948,38.19285963,788321
2015-11-15,3218.51,18449,57.96467553,37.47086563,789022
2015-11-16,1944.84028,11974,54.58416185,40.87188909,789379
2015-11-17,2176.557944,14509,49.88050669,52.140051,789745
2015-11-18,2782.540935,15771,55.82844538,35.59064105,790285
2015-11-19,2680.773832,15508,53.52350486,40.04384834,790740
2015-11-20,4941.703084,26564,52.66370104,39.65517241,791448
2015-11-21,4968.229346,25971,50.96893242,38.64310192,792213
2015-11-22,3357.486168,19062,57.09819836,37.62459343,792742
2015-11-23,2439.256542,14467,56.23939346,38.84011889,793191
2015-11-24,2756.849065,16942,52.22554803,45.9331838,793564
2015-11-25,3603.190467,19642,53.4542051,41.82364321,794046
2015-11-26,34.64859813,153,12.01569833,49.67320261,794081
2015-11-27,3492.773084,19037,57.43172177,39.59657509,794567
2015-11-28,4097.758318,22419,55.52176761,38.90450065,795213
2015-11-29,3204.530654,18498,58.50177719,37.84192886,795765
2015-11-30,2080.79785,12418,55.33872544,40.78756644,796118
2015-12-01,2685.79757,17176,51.81229864,48.42803912,796583
2015-12-02,2581.746636,14809,52.69842857,39.9149166,797041
2015-12-03,2938.376636,16821,52.3686262,39.16532905,797502
2015-12-04,4930.263832,27046,47.26228088,39.91717814,798165
2015-12-05,5130.91514,28228,55.98346742,37.50885645,799023
2015-12-06,3394.866636,19766,57.0767332,38.55104725,799601
2015-12-07,2064.458692,12484,55.15403825,40.47580904,799964
2015-12-08,2414.811963,15896,52.10692282,50.26421741,800356
2015-12-09,2544.297944,14782,53.88453374,41.03639562,800802
2015-12-10,2835.897383,16395,55.24659454,39.59743824,801239
2015-12-11,4996.256542,27202,53.90533043,39.76545842,801987
2015-12-12,4708.608505,26092,56.14113311,38.87781696,802758
2015-12-13,3432.091028,19710,57.14778005,39.74632166,803351
2015-12-14,2184.308505,13233,55.52914563,40.30076324,803684
2015-12-15,2569.955421,16245,52.32401028,49.14127424,804152
2015-12-16,2845.971204,16182,53.79842831,40.86639476,804673
2015-12-17,3349.750926,18344,51.80170112,39.42978631,805244
2015-12-18,5575.955,29132,53.27577834,38.84731567,806106
2015-12-19,4440.83287,24329,54.11582057,38.73155493,806851
2015-12-20,3541.255463,20002,55.45405677,39.07609239,807423
2015-12-21,2996.60537,17925,58.13590057,40.77545328,807986
2015-12-22,3213.337963,19287,53.32261797,45.24290973,808529
2015-12-23,4049.051759,22161,55.8734042,37.71490456,809291
2015-12-24,3198.810926,16971,48.20058136,49.1249779,809769
2015-12-25,0,1,n/a,100,809783
2015-12-26,3739.450278,20744,56.31189156,39.59217123,810411
2015-12-27,3601.496204,20656,59.52779039,40.05615802,811101
2015-12-28,3379.130926,19995,61.7061493,38.26456614,811896
2015-12-29,3088.884259,18808,54.47970695,46.04955338,812423
2015-12-30,3751.75963,21171,57.20476742,37.97175381,813230
2015-12-31,5607.788241,29079,51.94523364,43.59159531,814123
2016-01-01,4030.597685,22581,57.46609586,36.48199814,814953
2016-01-02,4166.591574,23301,54.39647368,38.83524312,815706
2016-01-03,3499.230185,19983,56.95329391,39.36345894,816419
2016-01-04,2331.833889,14123,56.21190062,38.10097005,816884
2016-01-05,2380.934352,15327,53.441578,47.32171984,817278
2016-01-06,2426.573241,14050,53.59887367,40.94661922,817715
2016-01-07,2565.650741,15098,55.34677001,40.78023579,818190
2016-01-08,5047.390278,27716,56.02683748,40.98354741,818999
2016-01-09,4777.177037,26309,55.15614444,39.31354289,819764
2016-01-10,3335.649815,18861,57.1023587,38.26944489,820391
2016-01-11,2400.114722,14110,54.77619723,41.74344437,820799
2016-01-12,2248.739907,14480,52.17427736,49.39226519,821181
2016-01-13,2186.959352,12871,52.4535482,41.11568643,821523
2016-01-14,2530.736667,14562,53.65379997,40.64688916,821855
2016-01-15,5339.636852,28670,56.69571127,38.67806069,822643
2016-01-16,4626.0425,25236,54.71628127,38.4807418,823317
2016-01-17,3758.362593,20991,58.44574356,37.79238721,823914
2016-01-18,2429.983611,13987,57.53760418,36.23364553,824313
2016-01-19,2146.595833,13964,52.35711064,50,824649
2016-01-20,2353.711852,13488,54.77251692,38.40450771,825059
2016-01-21,2603.051296,14628,54.7320214,38.4057971,825438
2016-01-22,5234.063796,27953,54.30104775,42.67520481,826258
2016-01-23,4173.531389,22514,55.9876629,36.5372657,827005
2016-01-24,3391.112685,18863,57.44969756,39.70736362,827539
2016-01-25,1714.803519,10137,53.73412827,40.43602644,827798
2016-01-26,2289.377778,14482,50.84011991,51.47079133,828123
2016-01-27,2327.640463,13057,52.41364477,40.24661101,828460
2016-01-28,2718.500926,15071,53.46978403,40.02388694,828858
2016-01-29,5204.952315,26999,53.5931921,40.15704285,829527
2016-01-30,4780.752037,25240,54.52641284,37.89619651,830251
2016-01-31,3136.164815,17283,56.3915705,39.15986808,830736
2016-02-01,1968.484444,11420,53.6304015,39.78984238,831157
2016-02-02,2351.611389,14813,51.98364179,50.9012354,831558
2016-02-03,2634.535556,14770,54.69622799,38.63913338,832041
2016-02-04,2776.199444,15631,54.88282109,38.55159619,832544
2016-02-05,5256.197037,26795,55.41723871,38.57062885,833402
2016-02-06,4774.697778,24870,56.12886959,36.39726578,834402
2016-02-07,6670.371111,32161,57.42958968,47.19380616,836267
2016-02-08,2047.206667,13023,58.55184698,39.31505797,836773
2016-02-09,2915.725648,19181,58.27170207,46.46264533,837405
2016-02-10,2758.035185,15767,56.34550965,37.14086383,837898
2016-02-11,3090.108241,17164,55.05915546,37.45630389,838414
2016-02-12,5332.977037,28498,56.29784434,37.38507965,839298
2016-02-13,4829.020648,26394,55.89639629,35.33378798,840206
2016-02-14,4506.088981,25168,59.28326077,36.88413859,841111
2016-02-15,2671.431852,15887,58.77181484,34.31107195,841712
2016-02-16,2537.25963,16326,55.0080898,46.49638613,842218
2016-02-17,2473.789352,14609,56.90178043,38.33253474,842694
2016-02-18,2832.205833,16397,56.26034909,37.79349881,843189
2016-02-19,4922.645926,26974,56.34665082,38.32208794,843965
2016-02-20,4638.564259,25377,55.66809126,37.02171257,844735
2016-02-21,3355.759722,19046,59.08785903,37.13640659,845377
2016-02-22,2176.774537,13077,57.94144539,36.10919936,845785
2016-02-23,2658.661389,16868,55.03877735,46.10505098,846231
2016-02-24,2715.89463,15606,56.50258073,36.89606562,846720
2016-02-25,2955.331759,16683,55.78883276,37.49925073,847238
2016-02-26,4932.935833,26819,44.58097759,40.26995787,847880
2016-02-27,4857.496574,26811,56.92260929,36.36940062,848763
2016-02-28,3293.8275,18910,58.22175187,37.58328926,849366
2016-02-29,2093.742222,12671,55.63467875,39.27866782,849757
2016-03-01,2864.845185,18170,54.64846074,46.64832141,850234
2016-03-02,2689.802963,15712,57.12646858,38.2064664,850773
2016-03-03,3639.1775,20714,58.31599056,34.2908178,851525
2016-03-04,5323.149815,28767,55.58762219,38.71102305,852369
2016-03-05,4731.63537,26036,54.75149321,37.42126287,853136
2016-03-06,3239.731204,18704,56.43732103,38.0667237,853736
2016-03-07,2043.284167,12458,55.05290163,38.78632204,854119
2016-03-08,2273.123981,14622,51.87107285,46.64204623,854441
2016-03-09,2835.733981,14508,47.83268111,39.35070306,854865
2016-03-10,2885.337037,16528,55.36092131,38.11713456,855316
2016-03-11,4984.134444,27390,56.40393336,39.01058781,856018
2016-03-12,4589.204259,25334,54.97651231,37.72795453,856730
2016-03-13,3248.76037,18691,58.66991661,38.44631106,857366
2016-03-14,2296.988148,13400,55.74222154,39.78358209,857761
2016-03-15,2440.341574,15806,52.49182823,48.41832216,858231
2016-03-16,2427.353426,14309,52.70701588,40.36620309,858647
2016-03-17,2890.334907,16764,54.82470201,39.87711763,859198
2016-03-18,5282.793333,28787,55.61392114,39.4865738,860146
2016-03-19,4725.4975,26354,54.72376581,37.56924945,861099
2016-03-20,3399.262037,19324,56.66347788,38.04077831,861765
2016-03-21,2168.486944,13732,60.0334659,38.82901253,862243
2016-03-22,2479.632222,16580,55.92203264,48.67913148,862790
2016-03-23,2562.386111,15069,56.09514714,39.4518548,863276
2016-03-24,3370.138148,19451,58.15086105,38.51215876,863984
2016-03-25,5185.997685,28958,57.2617505,40.49658126,864913
2016-03-26,4563.02287,25943,57.18313317,39.73711599,865839
2016-03-27,2991.568704,17765,59.04574653,39.386434,866507
2016-03-28,2003.415,12570,57.83308797,38.67143994,866937
2016-03-29,2588.213333,17302,56.3236816,48.57241937,867543
2016-03-30,2860.1325,17010,57.48676627,39.93533216,868129
2016-03-31,3454.154444,19944,57.89862867,38.34737264,868899
2016-04-01,5878.953704,33027,57.78601635,38.93481091,870108
2016-04-02,4757.536204,27222,56.6362129,38.30357799,870955
2016-04-03,3387.458056,20152,60.19992813,38.88447797,871584
2016-04-04,2525.93287,15662,59.77665751,38.30289874,872100
2016-04-05,2603.638241,17257,53.91585414,47.77771339,872552
2016-04-06,2703.182685,16520,58.01761182,39.42493947,873064
2016-04-07,2980.753241,17845,57.21271981,38.39170636,873501
2016-04-08,4587.848148,26169,57.53706248,39.53914938,874202
2016-04-09,4512.4975,25561,57.17702562,37.78412425,874982
2016-04-10,3438.236574,20176,59.95383077,37.50495638,875676
2016-04-11,2218.068519,13376,57.99172119,37.6270933,876068
2016-04-12,2498.157593,16259,55.02284239,50.00922566,876512
2016-04-13,2569.936019,15006,55.19945031,40.15060642,876937
2016-04-14,2874.329722,16608,55.21848073,40.19147399,877438
2016-04-15,5248.956019,28295,57.98536834,39.24368263,878213
2016-04-16,4716.668611,25574,56.20455084,38.41010401,878896
2016-04-17,3444.520648,18636,55.79787307,38.82807469,879398
2016-04-18,2102.037037,12818,58.15276187,39.69418006,879722
2016-04-19,2423.503981,15600,54.09797102,49.02564103,880100
2016-04-20,2723.364352,15637,58.31245972,38.89492869,880559
2016-04-21,2942.380093,16613,56.4036547,38.26521399,880980
2016-04-22,5390.931389,28732,57.23385358,38.70945287,881799
2016-04-23,4679.790556,24893,54.16915224,37.64110392,882461
2016-04-24,3252.370463,18146,58.88221528,37.72181197,882992
2016-04-25,2170.017315,13030,60.00723155,39.61627015,883390
2016-04-26,2552.437315,16486,54.43256251,50.74608759,883816
2016-04-27,2627.988056,14795,55.07464149,39.55390335,884242
2016-04-28,3129.282685,17193,55.68835101,38.89373582,884769
2016-04-29,5565.998426,28831,55.20511669,38.7638306,885502
2016-04-30,5179.787407,27478,55.87127628,36.32360434,886343
2016-05-01,3556.066852,19874,59.31273112,37.29998994,886918
2016-05-02,2291.514444,13563,56.64047745,39.32020939,887281
2016-05-03,2610.639907,16632,53.63022781,47.93169793,882012
2016-05-04,2696.061389,15262,54.93472766,38.88088062,882612
2016-05-05,2849.193981,15945,53.46820795,37.96174349,883230
2016-05-06,5173.16713,27272,55.52495467,39.06204165,884170
2016-05-07,4462.341944,23637,52.82325074,37.66129373,884953
2016-05-08,3066.675093,16155,55.3637247,38.74961312,885543
2016-05-09,2297.171944,13736,57.93331148,39.80052417,886116
2016-05-10,2659.822778,17052,54.98332074,49.2024396,886738
2016-05-11,2651.638796,15046,55.06631311,39.77801409,891263
2016-05-12,3155.674167,17443,55.27487068,39.17330734,891733
2016-05-13,5424.485093,28026,54.30081186,40.06279883,892463
2016-05-14,4751.658241,24404,52.86378874,37.10457302,893066
2016-05-15,3171.897778,17634,56.87998854,38.04582057,893550
2016-05-16,2140.789167,12654,55.41042476,39.84510827,893853
2016-05-17,2608.223704,15971,53.11119218,46.93506981,894202
2016-05-18,2840.213241,15542,54.79945869,39.54446017,894607
2016-05-19,3092.490185,17137,54.85219361,40.31627473,895034
2016-05-20,5653.84537,29267,55.99690509,39.14989579,895773
2016-05-21,4419.001296,23757,54.74392634,38.59494044,896303
2016-05-22,3152.588333,17508,56.57179577,39.34772675,896707
2016-05-23,2276.301852,13101,56.07144629,38.89779406,897030
2016-05-24,2872.959167,16728,51.62192267,46.50286944,897412
2016-05-25,3288.791019,16987,52.57142646,38.92976982,897860
2016-05-26,3686.601296,19464,54.20826479,38.21927661,898374
2016-05-27,5217.452963,27437,55.06042824,39.65812589,899101
2016-05-28,4188.618426,22286,53.44979944,38.0463071,899640
2016-05-29,3403.61,18517,56.67459072,38.30534104,900087
2016-05-30,2998.983519,16617,58.39581387,37.46163567,900484
2016-05-31,2642.454815,16430,54.60550291,46.02556299,900907
2016-06-01,3034.198426,17184,54.14089321,38.20414339,901366
2016-06-02,3326.642407,18457,53.26353972,38.71159993,901865
2016-06-03,4997.184537,27079,54.59456587,39.68388788,902566
2016-06-04,4598.092222,24433,54.64301056,37.99778987,903242
2016-06-05,3463.686204,19177,55.83307454,39.34400584,903761
2016-06-06,2529.604537,14919,56.99598265,38.97714324,904138
2016-06-07,2760.116481,17505,54.42678244,47.65495573,904561
2016-06-08,2969.167778,16713,56.24252113,39.05941483,904890
2016-06-09,3117.348056,17484,54.66517585,39.20727522,905231
2016-06-10,5187.279907,27480,55.93909982,39.43231441,905764
2016-06-11,4492.815648,23977,54.73496998,37.86962506,906248
2016-06-12,3386.929259,18789,57.6190396,38.03821385,906641
2016-06-13,2567.301296,14973,56.82097579,39.53783477,906987
2016-06-14,2905.648519,17641,55.12159522,46.4826257,907411
2016-06-15,2772.989907,15567,56.8939443,38.36962806,907805
2016-06-16,3314.763796,18377,56.65558707,39.08146052,908215
2016-06-17,4930.672315,26421,56.06372401,40.03254987,908821
2016-06-18,4061.902222,21821,53.32191103,39.411576,909246
2016-06-19,3210.972593,17256,57.47962196,38.94297636,909632
2016-06-20,2386.50963,14135,58.33771496,39.27838698,909968
2016-06-21,2606.92,16388,53.58959502,47.22357823,910284
2016-06-22,2789.925093,15910,57.60031855,39.71715902,910618
2016-06-23,2975.796204,16609,55.63912105,38.73201276,910940
2016-06-24,4802.348148,25430,56.00434471,39.0562328,911556
2016-06-25,4426.606944,23638,55.86742249,37.23242237,912109
2016-06-26,3453.371944,19046,58.10058645,37.87671952,912530
2016-06-27,2350.1025,14066,57.61714806,38.48286649,912802
2016-06-28,2835.26287,17607,55.82210207,46.22025331,913153
2016-06-29,2917.953241,16152,55.47514517,38.16245666,913488
2016-06-30,3413.327963,18885,55.80703225,38.39555203,913868
2016-07-01,5060.762407,27307,55.89413643,39.29029187,914440
2016-07-02,4003.965093,21708,53.9404747,38.36834347,914870
2016-07-03,3241.356481,17852,56.64432901,39.68742998,915217
2016-07-04,2840.325556,15815,55.74071191,40.27821688,915481
2016-07-05,2713.218056,17074,55.95784082,45.19737613,915863
2016-07-06,2907.759074,16711,58.07882855,37.87924122,916265
2016-07-07,2910.902593,16692,56.54245654,39.17445483,916626
2016-07-08,4694.159815,25568,56.12485656,40.28473091,917078
2016-07-09,4354.920093,23616,56.11001665,38.86348238,917548
2016-07-10,3195.250648,17857,57.38670243,39.39071513,917940
2016-07-11,2474.837315,14285,57.35011463,38.2079104,918294
2016-07-12,2653.015648,16618,54.48947004,47.08749549,918657
2016-07-13,2725.857222,15724,57.27606654,40.021623,919028
2016-07-14,2955.078981,16657,55.78369733,39.2987933,919363
2016-07-15,4685.058889,25332,57.17312419,40.0205274,919909
2016-07-16,4500.926574,24503,57.69753746,39.1217402,920420
2016-07-17,3267.073056,18317,57.92466181,39.1876399,920797
2016-07-18,2404.622222,14251,58.54808563,39.54108484,921117
2016-07-19,2676.341019,16671,56.67237847,46.16399736,921451
2016-07-20,2786.658796,15973,57.79320881,39.15357165,921769
2016-07-21,3184.102593,17702,58.18511629,37.63981471,922147
2016-07-22,4729.135463,25525,57.89084502,40.02742409,922679
2016-07-23,4337.842778,23298,56.13961087,38.4711134,923159
2016-07-24,3162.674537,17785,58.83882269,39.01602474,923531
2016-07-25,2419.101667,14196,58.10505185,38.6728656,923813
2016-07-26,2735.746019,17211,56.4341868,47.1907501,924104
2016-07-27,2870.13963,16508,56.91642696,39.2112915,924487
2016-07-28,3259.075648,18550,57.50826815,40.1509434,924924
2016-07-29,5184.54463,27732,57.91525639,39.12447714,925505
2016-07-30,4696.808611,24863,55.83908798,38.22547561,926050
2016-07-31,3529.474352,19490,59.58346856,38.41970241,926478
2016-08-01,2572.860093,14835,56.15490457,38.17997978,926843
2016-08-02,2804.452778,17685,55.58407282,46.09556121,927174
2016-08-03,2811.395741,16252,55.34222918,38.98597096,927474
2016-08-04,3077.578704,17731,55.95395912,39.81162935,927833
2016-08-05,5302.690833,28312,57.54648046,38.53489686,928412
2016-08-06,4542.972315,24659,54.85222892,37.8117523,928901
2016-08-07,3287.019167,18516,58.81949443,39.27954202,929323
2016-08-08,2159.379537,13011,57.54673443,40.31972946,929549
2016-08-09,2427.806389,15657,55.4925268,48.02963531,929872
2016-08-10,2514.411759,14394,55.7263504,40.20425177,930147
2016-08-11,2870.912407,16376,57.15407161,39.45407914,930425
2016-08-12,5120.957685,27526,57.21654748,39.79510281,931003
2016-08-13,4622.252778,24772,55.8399033,37.87340546,931488
2016-08-14,3120.15037,17466,57.4030442,38.32016489,931844
2016-08-15,1902.743426,11542,56.38864332,40.39161324,932077
2016-08-16,2306.617404,13946,54.89451524,48.0209379,n/a